left,right,timestamp,pregunta
0.0,0.0,1.642036543573E12,0
0.0,0.0,1.642036543584E12,0
0.0,0.0,1.642036543594E12,0
0.0,0.0,1.642036543604E12,0
0.0,0.0,1.642036543614E12,0
0.0,0.0,1.642036543627E12,0
0.0,0.0,1.642036543637E12,0
0.0,0.0,1.642036543647E12,0
0.0,0.0,1.642036543657E12,0
0.0,0.0,1.642036543668E12,0
0.0,0.0,1.642036543678E12,0
0.0,0.0,1.642036543688E12,0
0.0,0.0,1.642036543698E12,0
0.0,0.0,1.642036543708E12,0
0.0,0.0,1.642036543719E12,0
0.0,0.0,1.642036543729E12,0
0.0,0.0,1.642036543739E12,0
0.0,0.0,1.642036543749E12,0
0.0,0.0,1.64203654376E12,0
0.0,0.0,1.64203654377E12,0
0.0,0.0,1.64203654378E12,0
0.0,0.0,1.64203654379E12,0
0.0,0.0,1.642036543801E12,0
0.0,0.0,1.642036543811E12,0
0.0,0.0,1.642036543821E12,0
0.0,0.0,1.642036543831E12,0
0.0,0.0,1.642036543842E12,0
0.0,0.0,1.642036543852E12,0
0.0,0.0,1.642036543862E12,0
0.0,0.0,1.642036543873E12,0
0.0,0.0,1.642036543883E12,0
0.0,0.0,1.642036543893E12,0
0.0,0.0,1.642036543903E12,0
0.0,0.0,1.642036543914E12,0
0.0,0.0,1.642036543924E12,0
0.0,0.0,1.642036543934E12,0
0.0,0.0,1.642036543945E12,0
0.0,0.0,1.642036543956E12,0
0.0,0.0,1.642036543966E12,0
0.0,0.0,1.642036543976E12,0
0.0,0.0,1.642036543986E12,0
0.0,0.0,1.642036543997E12,0
3.53389,0.0,1.642036544007E12,0
0.0,0.0,1.642036544017E12,0
3.44148,3.42805,1.642036544028E12,0
3.47836,0.0,1.642036544038E12,0
0.0,0.0,1.642036544048E12,0
3.79218,3.81575,1.642036544059E12,0
3.84285,0.0,1.642036544069E12,0
0.0,0.0,1.642036544079E12,0
3.94644,3.92163,1.642036544089E12,0
3.94783,0.0,1.6420365441E12,0
0.0,0.0,1.64203654411E12,0
3.98315,3.97215,1.64203654412E12,0
3.98486,0.0,1.642036544131E12,0
0.0,0.0,1.642036544141E12,0
4.05315,4.02403,1.642036544151E12,0
4.06654,0.0,1.642036544161E12,0
4.07188,0.0,1.642036544172E12,0
4.10692,4.08473,1.642036544182E12,0
4.11035,0.0,1.642036544192E12,0
0.0,0.0,1.642036544202E12,0
4.13432,4.09229,1.642036544213E12,0
4.13643,0.0,1.642036544223E12,0
0.0,0.0,1.642036544233E12,0
4.17751,4.12871,1.642036544243E12,0
4.19334,0.0,1.642036544254E12,0
0.0,0.0,1.642036544264E12,0
4.2188,4.17323,1.642036544274E12,0
4.21098,0.0,1.642036544284E12,0
0.0,0.0,1.642036544295E12,0
4.22717,4.18311,1.642036544305E12,0
4.23145,0.0,1.642036544315E12,0
4.25221,0.0,1.642036544325E12,0
4.27577,0.0,1.642036544336E12,0
4.28391,0.0,1.642036544346E12,0
0.0,0.0,1.642036544356E12,0
4.29205,4.25311,1.642036544366E12,0
4.29214,0.0,1.642036544376E12,0
4.33415,0.0,1.642036544387E12,0
4.35963,4.27318,1.642036544397E12,0
4.36632,0.0,1.642036544407E12,0
0.0,0.0,1.642036544417E12,0
4.36368,4.24504,1.642036544428E12,0
4.40051,0.0,1.642036544438E12,0
0.0,0.0,1.642036544448E12,0
4.41176,4.26274,1.642036544459E12,0
4.41849,0.0,1.642036544469E12,0
0.0,0.0,1.64203654448E12,0
4.41716,4.25644,1.64203654449E12,0
4.38243,0.0,1.6420365445E12,0
4.38966,0.0,1.64203654451E12,0
4.36153,4.22096,1.642036544521E12,0
4.35551,0.0,1.642036544531E12,0
0.0,0.0,1.642036544542E12,0
4.30391,4.1911,1.642036544552E12,0
4.2959,0.0,1.642036544562E12,0
0.0,0.0,1.642036544573E12,0
4.27641,4.15109,1.642036544583E12,0
4.28349,0.0,1.642036544593E12,0
4.30098,0.0,1.642036544604E12,0
4.27763,4.11269,1.642036544614E12,0
4.26244,0.0,1.642036544624E12,0
0.0,0.0,1.642036544634E12,0
4.19196,4.04736,1.642036544645E12,0
4.20433,0.0,1.642036544655E12,0
4.22766,0.0,1.642036544665E12,0
4.20502,4.03632,1.642036544676E12,0
4.19226,0.0,1.642036544686E12,0
0.0,0.0,1.642036544696E12,0
4.14731,4.02946,1.642036544707E12,0
4.13353,0.0,1.642036544717E12,0
4.14412,0.0,1.642036544727E12,0
4.13011,4.01143,1.642036544749E12,0
4.12404,0.0,1.64203654476E12,0
0.0,0.0,1.64203654477E12,0
4.08185,3.99019,1.642036544781E12,0
4.08232,0.0,1.642036544791E12,0
4.09775,0.0,1.642036544801E12,0
4.07919,3.97945,1.642036544811E12,0
4.08041,0.0,1.642036544822E12,0
0.0,0.0,1.642036544832E12,0
4.06595,0.0,1.642036544842E12,0
4.0564,0.0,1.642036544852E12,0
0.0,0.0,1.642036544863E12,0
4.05423,3.99231,1.642036544873E12,0
4.05669,0.0,1.642036544883E12,0
4.06723,0.0,1.642036544893E12,0
4.04439,3.99918,1.642036544904E12,0
4.04213,0.0,1.642036544914E12,0
4.05099,0.0,1.642036544924E12,0
4.05748,3.99014,1.642036544935E12,0
4.06589,0.0,1.642036544945E12,0
4.06783,0.0,1.642036544955E12,0
3.53815,2.70158,1.642036544966E12,0
0.0,0.0,1.642036544976E12,0
0.0,0.0,1.642036544986E12,0
0.0,0.0,1.642036544996E12,0
0.0,0.0,1.642036545007E12,0
0.0,0.0,1.642036545017E12,0
0.0,0.0,1.642036545027E12,0
0.0,0.0,1.642036545038E12,0
0.0,0.0,1.642036545048E12,0
0.0,0.0,1.642036545059E12,0
0.0,0.0,1.642036545069E12,0
0.0,0.0,1.642036545079E12,0
0.0,0.0,1.642036545089E12,0
0.0,0.0,1.6420365451E12,0
0.0,0.0,1.64203654511E12,0
0.0,0.0,1.64203654512E12,0
0.0,0.0,1.64203654513E12,0
0.0,0.0,1.64203654514E12,0
2.87825,0.0,1.642036545151E12,0
0.0,0.0,1.642036545161E12,0
0.0,0.0,1.642036545171E12,0
4.04959,0.0,1.642036545182E12,0
0.0,0.0,1.642036545192E12,0
4.06619,0.0,1.642036545202E12,0
4.14931,0.0,1.642036545213E12,0
4.16646,0.0,1.642036545223E12,0
4.16406,0.0,1.642036545233E12,0
4.16847,4.19273,1.642036545243E12,0
0.0,0.0,1.642036545254E12,0
4.1564,0.0,1.642036545264E12,0
4.15535,4.21031,1.642036545274E12,0
4.17992,0.0,1.642036545285E12,0
4.17998,0.0,1.642036545295E12,0
4.18237,4.21843,1.642036545305E12,0
4.17755,0.0,1.642036545315E12,0
