left,right,timestamp,pregunta
2.98965,3.0576,1.642092991064E12,0
2.95334,3.11639,1.642092991074E12,0
0.0,3.00237,1.642092991084E12,0
2.88307,2.99423,1.642092991095E12,0
2.81567,2.90149,1.642092991105E12,0
0.0,0.0,1.642092991115E12,0
2.82054,2.95494,1.642092991125E12,0
2.76553,2.95964,1.642092991136E12,0
0.0,2.86644,1.642092991146E12,0
2.76523,2.8788,1.642092991156E12,0
2.80305,2.86266,1.642092991166E12,0
0.0,2.85349,1.642092991177E12,0
2.79393,2.84407,1.642092991187E12,0
2.78964,2.85358,1.642092991197E12,0
2.61224,2.82904,1.642092991207E12,0
2.60382,2.82523,1.642092991217E12,0
2.58482,2.81131,1.642092991228E12,0
2.4791,2.82352,1.642092991238E12,0
2.47749,2.79726,1.642092991248E12,0
2.42639,2.79254,1.642092991258E12,0
0.0,2.77672,1.642092991269E12,0
2.70064,2.77551,1.642092991279E12,0
2.7196,2.77989,1.64209299129E12,0
2.6736,2.78403,1.6420929913E12,0
2.66827,0.0,1.64209299131E12,0
2.67519,2.63945,1.642092991321E12,0
0.0,2.50801,1.642092991331E12,0
2.60532,2.75914,1.642092991341E12,0
0.0,2.7448,1.642092991351E12,0
2.42393,2.86269,1.642092991362E12,0
2.38991,2.76866,1.642092991372E12,0
2.31619,2.75871,1.642092991382E12,0
2.32544,2.72646,1.642092991392E12,0
2.41167,2.72035,1.642092991403E12,0
2.4664,2.71643,1.642092991413E12,0
2.47791,2.70181,1.642092991423E12,0
2.45946,2.69231,1.642092991433E12,0
2.54364,2.69975,1.642092991443E12,0
2.53786,2.69057,1.642092991454E12,0
2.47058,2.6779,1.642092991464E12,0
2.43884,2.66115,1.642092991474E12,0
2.44064,2.65408,1.642092991484E12,0
2.43059,2.6496,1.642092991495E12,0
2.42058,2.65218,1.642092991505E12,0
2.41518,2.64622,1.642092991515E12,0
2.42258,2.64166,1.642092991525E12,0
2.42126,2.62776,1.642092991536E12,0
2.42564,2.65895,1.642092991546E12,0
2.41786,2.66106,1.642092991557E12,0
2.41609,2.66711,1.642092991567E12,0
2.42638,2.6364,1.642092991577E12,0
2.42877,2.6396,1.642092991587E12,0
2.4429,2.64536,1.642092991598E12,0
2.41043,2.64426,1.642092991608E12,0
2.41159,2.64133,1.642092991618E12,0
2.40105,2.62744,1.642092991628E12,0
2.40887,2.65303,1.642092991639E12,0
2.40837,2.65315,1.642092991649E12,0
2.4274,2.66016,1.642092991659E12,0
2.43788,2.63994,1.642092991669E12,0
2.43417,2.63512,1.64209299168E12,0
2.44933,2.6364,1.64209299169E12,0
2.44952,2.64259,1.6420929917E12,0
2.46243,2.65164,1.642092991711E12,0
2.4586,2.64996,1.642092991721E12,0
2.4612,2.64641,1.642092991731E12,0
2.49295,2.63704,1.642092991742E12,0
2.49452,2.66641,1.642092991752E12,0
2.49179,2.68303,1.642092991762E12,0
2.48494,2.70113,1.642092991773E12,0
2.49606,2.69034,1.642092991783E12,0
2.52693,2.69118,1.642092991793E12,0
2.49115,2.68962,1.642092991803E12,0
2.49326,2.68881,1.642092991817E12,0
2.48714,2.68895,1.642092991827E12,0
2.49211,2.709,1.642092991837E12,0
2.50453,2.71989,1.642092991847E12,0
2.52287,2.73141,1.642092991858E12,0
2.54689,2.72469,1.642092991868E12,0
2.55925,2.72823,1.642092991878E12,0
2.56458,2.7525,1.642092991888E12,0
2.57361,2.79672,1.642092991899E12,0
0.0,0.0,1.642092991909E12,0
0.0,0.0,1.642092991919E12,0
0.0,0.0,1.64209299193E12,0
0.0,0.0,1.64209299194E12,0
0.0,0.0,1.64209299195E12,0
0.0,0.0,1.642092991961E12,0
0.0,0.0,1.642092991971E12,0
0.0,0.0,1.642092991981E12,0
0.0,0.0,1.642092991991E12,0
0.0,0.0,1.642092992002E12,0
0.0,0.0,1.642092992012E12,0
0.0,0.0,1.642092992022E12,0
0.0,0.0,1.642092992032E12,0
0.0,0.0,1.642092992043E12,0
0.0,0.0,1.642092992053E12,0
0.0,0.0,1.642092992063E12,0
0.0,0.0,1.642092992073E12,0
0.0,0.0,1.642092992084E12,0
2.53583,0.0,1.642092992094E12,0
0.0,0.0,1.642092992104E12,0
0.0,0.0,1.642092992114E12,0
0.0,3.07059,1.642092992125E12,0
2.39848,0.0,1.642092992135E12,0
2.52896,0.0,1.642092992145E12,0
2.74854,3.34666,1.642092992156E12,0
0.0,0.0,1.642092992166E12,0
2.85835,3.02704,1.642092992176E12,0
0.0,2.89822,1.642092992186E12,0
0.0,2.82732,1.642092992197E12,0
2.83694,2.87581,1.642092992207E12,0
2.96358,2.85851,1.642092992217E12,0
0.0,2.77817,1.642092992227E12,0
2.95349,2.66417,1.642092992238E12,0
3.01501,2.68304,1.642092992248E12,0
2.78818,2.6245,1.642092992258E12,0
2.76721,0.0,1.642092992269E12,0
2.64708,2.62953,1.642092992279E12,0
2.64865,2.72638,1.642092992289E12,0
2.6687,2.72868,1.642092992299E12,0
2.8199,2.81647,1.642092992309E12,0
2.82564,2.77954,1.64209299232E12,0
2.85403,2.77582,1.64209299233E12,0
2.91002,2.71948,1.64209299234E12,0
2.90585,2.7744,1.64209299235E12,0
2.92538,2.80699,1.642092992361E12,0
2.68875,2.81606,1.642092992371E12,0
2.68594,2.76573,1.642092992381E12,0
2.63614,2.77608,1.642092992392E12,0
2.66173,2.76965,1.642092992402E12,0
2.64224,2.793,1.642092992412E12,0
2.6777,2.79247,1.642092992423E12,0
2.82587,2.85204,1.642092992433E12,0
2.8609,2.85513,1.642092992443E12,0
2.98068,2.84236,1.642092992453E12,0
2.8351,2.81032,1.642092992463E12,0
0.0,2.81543,1.642092992474E12,0
2.84001,2.83269,1.642092992484E12,0
2.91193,2.84547,1.642092992494E12,0
2.7562,2.82092,1.642092992504E12,0
2.76787,2.86952,1.642092992515E12,0
2.87248,2.86568,1.642092992525E12,0
2.85399,0.0,1.642092992535E12,0
2.92242,0.0,1.642092992545E12,0
2.75385,3.15015,1.642092992556E12,0
2.76443,2.77261,1.642092992566E12,0
2.70758,2.81561,1.642092992576E12,0
2.70746,2.82542,1.642092992586E12,0
2.67155,0.0,1.642092992597E12,0
2.68192,3.03639,1.642092992607E12,0
2.67445,3.00031,1.642092992617E12,0
2.68301,2.83725,1.642092992627E12,0
2.63287,2.81575,1.642092992638E12,0
2.6299,2.84964,1.642092992648E12,0
0.0,2.83481,1.642092992658E12,0
2.88179,2.86006,1.642092992668E12,0
2.86635,2.7878,1.642092992678E12,0
0.0,2.76141,1.642092992689E12,0
2.71541,2.67517,1.642092992699E12,0
2.69844,2.6899,1.642092992709E12,0
2.50954,2.66556,1.642092992719E12,0
2.58452,2.70149,1.642092992729E12,0
2.57677,2.69057,1.64209299274E12,0
2.58261,0.0,1.64209299275E12,0
2.647,2.84686,1.64209299276E12,0
2.68022,2.85544,1.642092992771E12,0
0.0,2.66521,1.642092992781E12,0
2.84245,2.69446,1.642092992791E12,0
2.81432,2.68747,1.642092992801E12,0
0.0,2.72897,1.642092992812E12,0
2.83992,2.7002,1.642092992822E12,0
2.85136,2.64673,1.642092992832E12,0
2.69449,0.0,1.642092992842E12,0
2.56009,2.77057,1.642092992853E12,0
2.55074,3.01196,1.642092992863E12,0
